,player,team,pos,g,mp,per,ts_percent,e_fg_percent,x3p_ar,f_tr,orb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,o_rtg,d_rtg,ows,dws,ws,ws_40,year
155,Dearica Hamby,LVA,F,34,901,13.6,0.543,0.498,0.293,0.373,6.1,15,6.2,2,0.5,14.7,16.8,103,103,0.8,1.2,2.1,0.092,2022
156,Dearica Hamby,LAS,F,40,990,12.8,0.491,0.446,0.134,0.418,6,14.4,12.5,1.7,1.1,13.8,19.4,96,102,0,1.6,1.6,0.065,2023
157,Dearica Hamby,LAS,F,40,1346,19.2,0.566,0.541,0.168,0.379,5.4,16.5,20.6,2.5,0.5,16.2,24.1,103,104,1.9,1.5,3.4,0.101,2024
158,Dearica Hamby,LAS,F,22,708,22.5,0.579,0.555,0.121,0.456,10.3,14.3,22.4,3,1.6,15.7,24.7,111,107,2,0.6,2.5,0.143,2025
159,Destanni Henderson,IND,G,36,589,11.2,0.5,0.475,0.401,0.181,5,5.6,25.9,2.3,0.4,23.9,18.5,93,112,-0.2,0,-0.3,-0.018,2022
160,Destanni Henderson,PHO,G,15,200,7.2,0.43,0.36,0.421,0.368,1.8,3.7,22.1,1.8,0.5,17.4,18.4,87,107,-0.3,0.2,-0.1,-0.019,2023
161,Destanni Henderson,ATL,G,6,105,4,0.374,0.362,0.345,0.241,0,6.5,24.1,1,0.9,23.8,18.1,72,106,-0.3,0.1,-0.3,-0.096,2024
162,Destiny Slocum,ATL,G,3,41,4.4,0.53,0.5,0.818,0.455,0,5.7,15.8,0,0,27.5,19.6,85,109,-0.1,0,0,-0.043,2022
163,DiDi Richards,NYL,G-F,14,155,3.8,0.396,0.347,0.306,0.278,3.9,8.9,20.1,0.3,2.7,24.3,15.8,81,107,-0.3,0.1,-0.2,-0.042,2022
164,DiDi Richards,WAS,G-F,19,198,6.7,0.41,0.4,0.08,0.28,5.9,8.8,10.6,0.5,1.9,11.1,14.5,89,108,-0.1,0.1,0,-0.002,2024
165,DiJonai Carrington,CON,G-F,36,631,11.1,0.516,0.461,0.305,0.374,7.5,10.7,9.2,2.4,0.4,20,20.5,96,99,0,1.2,1.3,0.081,2022
166,DiJonai Carrington,CON,G-F,32,550,14.2,0.518,0.469,0.278,0.332,5.9,10,12.9,1.9,0.5,12.3,24.1,101,102,0.5,0.8,1.3,0.097,2023
167,DiJonai Carrington,CON,G-F,39,1155,14.1,0.498,0.434,0.242,0.366,5.6,10.5,9.2,2.8,1.4,12.9,22.9,97,96,0.4,2.8,3.2,0.112,2024
168,DiJonai Carrington,DAL,G-F,14,376,12,0.458,0.397,0.281,0.288,9.9,11.1,13.2,2.6,1.5,17.8,25,91,110,-0.3,0.1,-0.2,-0.02,2025
169,Diamond DeShields,PHO,G,30,760,11.9,0.472,0.417,0.243,0.314,2.8,8.9,17,2.1,1.7,14.4,29.4,89,106,-1.1,0.7,-0.4,-0.022,2022
170,Diamond DeShields,CHI,G,32,441,7,0.404,0.376,0.323,0.224,1.7,5.9,15.8,2.3,1.6,14.1,20.5,83,106,-0.8,0.4,-0.4,-0.035,2024
171,Diamond Miller,MIN,F,32,834,12.3,0.497,0.448,0.291,0.277,3.1,7.9,17.1,1.8,1.2,15.8,25,93,108,-0.4,0.6,0.2,0.007,2023
172,Diamond Miller,MIN,F,21,213,3.1,0.383,0.341,0.377,0.348,5.1,10.1,9.4,1.7,0.4,19.3,21.4,74,99,-0.7,0.4,-0.3,-0.057,2024
173,Diamond Miller,MIN,F,21,197,11.4,0.635,0.575,0.434,0.396,1.8,5.3,11.6,1.9,1.9,21.5,18.4,105,101,0.2,0.4,0.6,0.118,2025
174,Diana Taurasi,PHO,G,31,962,15.8,0.559,0.488,0.679,0.353,1,6.5,22.5,1.1,1.6,15.3,26.2,103,109,1.4,0.4,1.8,0.073,2022
175,Diana Taurasi,PHO,G,26,709,17.8,0.565,0.503,0.588,0.352,0.4,8.1,32.1,1,1.4,17.5,29.4,103,111,1,0.1,1.1,0.065,2023
176,Diana Taurasi,PHO,G,36,1044,16,0.554,0.5,0.6,0.293,1.5,7.6,20.9,1.1,0.9,12.3,24.3,106,111,2,0.1,2.1,0.081,2024
177,Dominique Malonga,SEA,C,22,193,14,0.518,0.5,0.081,0.151,9.2,19,14.5,1.1,1.4,20,27.3,90,100,-0.2,0.4,0.1,0.025,2025
178,Dorka Juhász,MIN,F,38,919,14.5,0.516,0.505,0.241,0.251,8.3,15.6,17.2,2,2.2,17.5,13.2,106,104,1,1.2,2.1,0.093,2023
179,Dorka Juhász,MIN,F,34,547,13.4,0.53,0.517,0.236,0.139,7.1,13.7,10.6,1.4,2.1,12.1,14.7,106,97,0.6,1.2,1.9,0.138,2024
180,Dulcy Fankam Mendjiadeu,SEA,F-C,34,470,12.3,0.538,0.523,0.009,0.374,13.8,18,4.4,1.4,2,18.9,14.5,102,105,0.4,0.5,0.9,0.075,2023
181,Dulcy Fankam Mendjiadeu,SEA,F-C,7,36,4.3,0.532,0.667,0,2,12.5,14.2,3.9,0,0,34.7,10.5,88,105,0,0,0,0.011,2024
182,Dyaisha Fair,LVA,G,1,4,-2.7,0,0,0.5,0,0,0,64.9,0,0,0,23.1,53,111,0,0,0,-0.333,2024
183,Elena Delle Donne,WAS,F-G,25,694,25.4,0.59,0.534,0.294,0.285,5.1,13.5,16.4,0.9,3.6,6.9,26,118,98,2.9,1.5,4.4,0.251,2022
184,Elena Delle Donne,WAS,F-G,23,633,23,0.583,0.526,0.208,0.273,3.6,11.6,15.6,1.5,3,8.4,25.9,112,101,1.9,1.1,2.9,0.185,2023
185,Elissa Cunane,MIN,C,3,10,9.6,0.5,0.5,0.5,0,24,29,0,0,0,33.3,13.4,90,106,0,0,0,0.012,2022
186,Elizabeth Kitley,LVA,C,12,98,1.1,0.314,0.304,0.043,0.087,4.7,10.2,1.7,2.1,5.2,22.7,14.2,58,102,-0.4,0.1,-0.2,-0.1,2025
187,Elizabeth Williams,WAS,C-F,30,447,16.2,0.503,0.482,0,0.305,11.8,15.3,5.5,2.1,4.1,10.6,18.5,103,95,0.5,1.1,1.6,0.142,2022
188,Elizabeth Williams,CHI,C-F,40,1188,16.8,0.536,0.514,0,0.283,8.7,11.5,13.2,2.1,4.1,12.9,15.8,110,103,2.1,1.6,3.7,0.125,2023
189,Elizabeth Williams,CHI,C-F,9,249,18.6,0.52,0.487,0,0.316,10.9,14.4,9.5,3.1,5.3,14.8,17.9,103,100,0.3,0.4,0.7,0.117,2024
190,Elizabeth Williams,CHI,C-F,22,433,15.8,0.489,0.472,0,0.302,8.2,11.5,15.4,1.8,3.8,12.2,20.8,100,109,0.3,0.2,0.5,0.047,2025
191,Emily Engstler,IND,F,35,638,12.4,0.455,0.44,0.247,0.209,12.4,16.5,13.5,2,5.3,19.5,16.7,93,106,-0.2,0.6,0.4,0.024,2022
192,Emily Engstler,MIN,F,12,93,9.5,0.428,0.429,0.333,0.381,13.8,18.1,11.7,2.7,0.9,29,16.8,82,103,-0.2,0.1,-0.1,-0.023,2023
193,Emily Engstler,WAS,F,32,464,21.7,0.602,0.581,0.37,0.143,11.1,16.5,18.2,2.1,4.9,11.8,18.1,119,99,1.5,0.9,2.4,0.204,2024
194,Emily Engstler,WAS,F,19,188,13.5,0.475,0.45,0.5,0.3,12,18.5,19.4,2.2,4.7,26.1,14.6,94,97,0,0.4,0.4,0.087,2025
195,Emma Cannon,IND,F,24,334,18.2,0.607,0.566,0.158,0.421,7.2,13.1,7.4,2.1,0.5,10.6,19.6,116,109,1,0.2,1.1,0.134,2022
196,Emma Cannon,IND,F,30,314,16.6,0.571,0.504,0.254,0.328,9.1,18.2,8.1,0.7,0.6,17.7,26.6,102,108,0.4,0.2,0.6,0.077,2023
197,Emma Cannon,LVA,F,5,9,15.8,0.667,0.667,0.333,0,0,12.8,20.3,0,0,25,20.5,98,105,0,0,0,0.059,2024
198,Emma Cannon,LAS,F,19,200,14.9,0.659,0.644,0.559,0.356,6.2,10.7,6.2,2.3,0.5,16,18.3,112,110,0.4,0.1,0.5,0.1,2025
199,Emma Meesseman,CHI,F,36,1030,21.7,0.617,0.59,0.112,0.156,7.6,11.5,21.5,2.5,2.3,12.3,18.3,122,100,3.7,1.9,5.6,0.218,2022
200,Epiphanny Prince,SEA,G,33,406,12.5,0.481,0.44,0.476,0.202,1.7,4.5,22,2.5,0.6,10,16.8,104,102,0.5,0.6,1.1,0.105,2022
201,Epiphanny Prince,NYL,G,10,71,6.9,0.551,0.5,0.667,0.2,1.7,4.8,15.8,1.4,1.2,30,14.6,92,105,0,0.1,0.1,0.029,2023
202,Erica Wheeler,ATL,G,30,789,8,0.427,0.399,0.264,0.149,2.8,6.8,25.4,2.1,0.2,20.5,20.7,85,104,-1.4,1,-0.4,-0.02,2022
203,Erica Wheeler,IND,G,40,1071,13.6,0.489,0.439,0.264,0.223,1.8,6.8,30.7,2.1,0.3,17.1,20.3,101,109,0.9,0.5,1.4,0.054,2023
204,Erica Wheeler,IND,G,39,546,8.5,0.484,0.465,0.369,0.092,1.5,5.7,18.8,1.6,0.7,19.3,14.8,96,112,0,0,0,0,2024
205,Erica Wheeler,SEA,G,23,625,14.7,0.531,0.502,0.441,0.15,2.3,6.9,21.8,2.1,0.7,13.9,20.6,102,103,0.6,0.9,1.5,0.096,2025
206,Evina Westbrook,WAS,G,20,205,8.9,0.47,0.425,0.377,0.283,0.6,5.7,17.3,2,3.1,20.1,16.4,88,104,-0.2,0.2,0,0.009,2022
207,Evina Westbrook,LAS,G,18,128,-0.3,0.298,0.2,0.533,0.267,2.8,8.1,11.8,1.2,2.1,23,15.8,62,108,-0.5,0.1,-0.4,-0.136,2023
208,Ezi Magbegor,SEA,F-C,33,817,17.7,0.594,0.57,0.12,0.219,7.3,12.9,9.3,1.8,6.1,14.5,17.3,109,97,1.4,1.9,3.3,0.161,2022
209,Ezi Magbegor,SEA,F-C,40,1304,18,0.576,0.548,0.184,0.291,5.5,14,14.8,1.7,4.8,16.5,19.4,105,102,1.8,2,3.8,0.117,2023
210,Ezi Magbegor,SEA,F-C,37,1135,19.2,0.578,0.531,0.158,0.259,8.2,14.9,10.5,1.8,6.2,12.4,16.5,114,96,2.7,2.7,5.4,0.191,2024
211,Ezi Magbegor,SEA,F-C,23,642,16.6,0.526,0.503,0.146,0.299,9.4,13.8,12.7,1.4,6.7,10.1,14.1,113,99,1.3,1.3,2.5,0.157,2025
212,Ezinne Kalu,ATL,G,1,13,3.4,0.436,0.333,0.333,0.333,0,4.4,0,4,0,0,12,97,101,0,0,0,0.073,2024
213,Gabby Williams,SEA,F,36,920,14.6,0.512,0.481,0.288,0.185,5.3,11.1,18.8,2.9,1.3,16.5,15.6,103,98,0.9,1.9,2.8,0.122,2022
214,Gabby Williams,SEA,F,10,285,10.3,0.421,0.388,0.245,0.138,5.5,7.2,23.2,2.6,1.2,18.1,18.9,88,106,-0.3,0.3,-0.1,-0.01,2023
215,Gabby Williams,SEA,F,12,351,16,0.552,0.529,0.298,0.183,2.9,7.8,19.9,2.9,0.7,13.1,16.2,109,100,0.6,0.6,1.2,0.141,2024
216,Gabby Williams,SEA,F,23,775,17.5,0.536,0.509,0.395,0.15,2.4,8.5,21.5,3.7,1.3,14.7,19.7,103,98,0.8,1.6,2.4,0.125,2025
217,Grace Berger,IND,G,36,524,11.3,0.547,0.512,0.268,0.197,1.6,6.5,20,1.7,1,21.1,15,102,110,0.4,0.2,0.6,0.044,2023
218,Grace Berger,IND,G,11,102,7.4,0.497,0.44,0.2,0.56,4.7,8.6,10.1,2.5,0,24.3,17.9,88,110,-0.1,0,-0.1,-0.029,2024
219,Grace Berger,LAS,G,1,16,-17.1,0,0,0.5,0,7.7,3.8,8.6,0,0,42.9,19.7,19,120,-0.2,0,-0.2,-0.522,2025
220,Hailey Van Lith,CHI,G,19,239,6.2,0.44,0.378,0.284,0.311,1.9,5.5,17.3,1.5,1.6,23.6,20.2,81,113,-0.5,0,-0.6,-0.093,2025
221,Haley Jones,ATL,F-G,40,584,6.7,0.405,0.355,0.169,0.247,2.7,9,24.8,1.4,1.7,22.7,17.8,82,104,-1.2,0.8,-0.4,-0.028,2023
222,Haley Jones,ATL,F-G,40,712,5.1,0.465,0.418,0.192,0.322,1.6,7.1,19.4,1,1.4,29,14.9,81,106,-1.2,0.7,-0.6,-0.032,2024
223,Haley Jones,DAL,F-G,9,122,12.7,0.502,0.5,0.108,0.054,3.6,10.3,15.5,2.1,2.3,11.7,15.3,102,106,0.1,0.1,0.2,0.069,2025
224,Haley Peters,CON,F-G,20,281,6.1,0.414,0.379,0.397,0.19,6.8,10.7,11.6,1.7,1,20.3,12.9,85,115,-0.3,-0.1,-0.4,-0.063,2025
225,Han Xu,NYL,C,32,538,20.7,0.563,0.529,0.163,0.222,8.4,12.4,10.9,1.6,3.3,8.7,22.7,110,103,1.3,0.7,2,0.148,2022
226,Han Xu,NYL,C,8,36,-1.9,0.3,0.3,0.35,0,10,11.1,0,2.8,2.3,20,30.9,56,99,-0.3,0.1,-0.2,-0.271,2023
227,Hannah Sjerven,MIN,C,3,9,-4.5,0,0,0,0,0,0,0,0,10.1,0,5,0,108,0,0,0,-0.09,2022
228,Iliana Rupert,LVA,C,17,223,10.5,0.587,0.593,0.704,0.056,5.7,9.8,9.7,1.6,0,14,12.9,112,107,0.4,0.2,0.5,0.096,2022
229,Iliana Rupert,ATL,C,20,158,8.8,0.466,0.441,0.647,0.235,5,13.9,9.7,2.2,3.8,21,13.2,88,99,-0.1,0.3,0.2,0.05,2023
230,Isabelle Harrison,DAL,F,35,644,17.3,0.536,0.47,0.008,0.333,8.7,14.1,12.8,2.1,0.7,13.9,23,106,106,1.2,0.6,1.8,0.113,2022
231,Isabelle Harrison,CHI,F,36,587,11.9,0.45,0.405,0.076,0.21,7,13.7,7.9,1.7,1.8,13,22.3,91,104,-0.4,0.6,0.2,0.016,2024
232,Isabelle Harrison,NYL,F,19,184,16.1,0.525,0.5,0.129,0.242,9.7,16.2,12.9,3,0.5,13.8,19.6,104,97,0.2,0.4,0.7,0.146,2025
233,Ivana Dojkić,SEA,G,23,461,11.2,0.544,0.5,0.462,0.361,1,4.9,23.9,2,0.7,20.2,16.6,101,108,0.3,0.3,0.6,0.053,2023
234,Ivana Dojkić,NYL,G,26,257,9.4,0.507,0.446,0.568,0.365,4.2,4.9,11.6,1.8,0.3,14,17.5,102,103,0.2,0.4,0.6,0.089,2024
235,JJ Quinerly,DAL,G,21,295,17.5,0.552,0.5,0.269,0.269,3.7,6.2,28,2.9,1.3,15.8,23,108,110,0.6,0.1,0.8,0.102,2025
236,Jackie Young,LVA,G,34,1129,20.2,0.593,0.539,0.289,0.319,4.4,7.3,18.4,2.1,0.6,8.6,19.7,121,106,4.4,1,5.4,0.19,2022
237,Jackie Young,LVA,G,40,1259,22.6,0.657,0.617,0.416,0.284,2.5,7.4,18.7,2,0.3,11.6,21.6,124,102,5.5,2,7.5,0.239,2023
238,Jackie Young,LVA,G,37,1205,18.1,0.557,0.505,0.445,0.274,2.6,7.7,27.1,1.5,0.6,13,23,110,104,3.1,1.4,4.5,0.15,2024
239,Jackie Young,LVA,G,22,658,19.9,0.561,0.493,0.38,0.331,4.8,8.1,26.5,1.9,1.2,14.8,26.5,108,107,1.6,0.5,2.2,0.131,2025
240,Jacy Sheldon,DAL,G,40,931,6.8,0.489,0.457,0.462,0.129,3.4,5.2,15.3,1.2,1.1,22.1,13.1,95,118,0,-0.8,-0.9,-0.038,2024
241,Jacy Sheldon,CON,G,22,542,12.3,0.615,0.595,0.508,0.121,3.5,4.2,15.6,1.9,0.7,16.3,14.1,111,118,0.9,-0.5,0.4,0.029,2025
242,Jade Melbourne,SEA,G,29,307,6.5,0.495,0.414,0.313,0.453,2.2,6.3,18.6,2,0.3,25.3,14.8,90,108,-0.2,0.2,0,0.001,2023
243,Jade Melbourne,WAS,G,37,525,9.6,0.53,0.494,0.337,0.295,2.9,6.3,19.2,2.3,0.9,24.8,21.6,88,105,-0.6,0.6,0,-0.003,2024
244,Jade Melbourne,WAS,G,21,484,6.3,0.467,0.455,0.463,0.281,2.2,5.2,19.5,1.3,0.4,20.9,15.9,88,106,-0.5,0.5,0,0,2025
245,Jaelyn Brown,DAL,G-F,14,141,7.7,0.572,0.581,0.387,0.097,5.8,8.9,6.3,1.4,2.4,27.1,13.5,90,115,-0.1,-0.1,-0.1,-0.04,2024
246,Jaelyn Brown,CON,G-F,10,131,6.5,0.488,0.486,0.486,0.054,3.4,5.4,1.4,2,1.5,11.7,15,89,117,-0.1,-0.1,-0.2,-0.053,2025
247,Jakia Brown-Turner,WAS,G,2,8,15.3,0.532,0,0,2,0,7.5,0,6.3,0,0,10.7,123,95,0,0,0,0.182,2024
248,Janelle Salaün,GSV,F,14,319,10.3,0.467,0.43,0.441,0.162,5.3,12.1,9.1,1,0.3,12.1,23.3,92,103,-0.2,0.5,0.3,0.032,2025
249,Jantel Lavender,SEA,F,27,329,9,0.447,0.432,0.218,0.109,8.9,15.5,11.7,0.5,1,17.2,19.3,88,102,-0.3,0.5,0.1,0.018,2022
250,Jasmine Dickey,DAL,G,20,93,0.3,0.284,0.227,0.121,0.273,7.5,7.8,3.2,2.2,1,11.9,20.1,67,108,-0.4,0.1,-0.3,-0.143,2022
251,Jasmine Dickey,DAL,G,14,87,4.9,0.396,0.382,0.029,0.176,9,7.2,1.7,2.3,1,12,20.2,84,108,-0.2,0.1,-0.1,-0.043,2023
252,Jasmine Thomas,CON,G,5,109,9.8,0.462,0.35,0.433,0.433,2.3,6.2,19.2,1.4,0.9,16.4,17.1,102,102,0.1,0.2,0.2,0.092,2022
253,Jasmine Thomas,LAS,G,32,410,4.6,0.37,0.341,0.564,0.1,2.8,5,16.1,1.1,1.4,15.5,15.2,79,107,-0.8,0.3,-0.4,-0.042,2023
254,Jasmine Walker,LAS,F,32,281,0.8,0.33,0.316,0.658,0.039,5.1,10.5,3.2,1.1,1,16.2,14.9,66,111,-0.9,0,-0.9,-0.123,2022
255,Jaylyn Sherrod,NYL,G,10,37,21.8,0.571,0.571,0.429,0.429,6.4,4.7,23.3,4.2,2.3,10.7,22.7,115,97,0.1,0.1,0.2,0.223,2024
256,Jaylyn Sherrod,NYL,G,16,102,5.7,0.459,0.375,0.55,0.45,2.3,6.1,14.1,4.9,0,31.5,15.5,79,97,-0.2,0.2,0,0.01,2025
257,Jazmine Jones,WAS,G,8,47,-2.9,0.294,0.25,0.375,0.625,0,2.6,2.9,2.2,0,22.7,12.3,53,102,-0.2,0.1,-0.1,-0.091,2022
258,Jennie Simms,PHO,G,23,303,8.5,0.554,0.508,0.302,0.302,5.1,10,10.9,2,0.3,25.2,14.4,94,107,-0.1,0.2,0.2,0.021,2022
259,Jennie Simms,PHO,G,6,70,2.4,0.381,0.286,0.357,0.5,7.3,11.5,6.6,1.5,0,26,15.4,72,111,-0.2,0,-0.2,-0.105,2023
260,Jessica Shepard,MIN,F,36,941,15,0.568,0.516,0.107,0.437,9.2,16.3,17.9,0.8,1.2,19.4,15.2,111,106,1.8,0.8,2.6,0.111,2022
261,Jessica Shepard,MIN,F,21,565,15.8,0.573,0.516,0.016,0.421,8.9,15.2,19,1.1,0.3,16.7,14.4,116,108,1.3,0.4,1.7,0.121,2023
262,Jessica Shepard,MIN,F,20,377,19.1,0.599,0.587,0.011,0.511,14.9,20.1,19.2,1.2,0.5,21.6,17.5,114,97,1,0.9,1.9,0.199,2025
263,Jessika Carter,LVA,C,2,4,-21,0,0,0,2,0,0,0,0,0,0,21.7,0,111,-0.1,0,-0.1,-0.578,2024
264,Jewell Loyd,SEA,G,36,1090,15.5,0.526,0.478,0.429,0.22,2.1,5,19.4,1.8,0.5,12.3,26.5,101,104,1.1,1.4,2.4,0.089,2022
265,Jewell Loyd,SEA,G,38,1344,20.1,0.524,0.445,0.419,0.371,3.4,7.5,20.2,1.4,1,10.6,33,104,108,2.6,0.8,3.4,0.102,2023
266,Jewell Loyd,SEA,G,37,1246,17.2,0.497,0.408,0.346,0.405,2.3,7.6,18.3,2.1,0.6,10.4,28.8,101,101,1.6,1.9,3.5,0.113,2024
267,Jewell Loyd,LVA,G,22,660,12.9,0.522,0.484,0.548,0.194,5.6,8.4,12.6,1.4,0.4,11.3,18.2,105,109,0.8,0.4,1.2,0.074,2025
268,Jocelyn Willoughby,NYL,F-G,11,121,6.2,0.491,0.481,0.423,0.308,2,8.6,5.3,2.1,1.4,23.4,14.6,79,104,-0.2,0.2,-0.1,-0.022,2022
269,Jocelyn Willoughby,NYL,F-G,29,192,6.2,0.551,0.517,0.533,0.133,6.2,6.8,7.8,0.8,0,20.1,9.2,108,107,0.2,0.2,0.3,0.07,2023
270,Jonquel Jones,CON,C,33,871,23.3,0.615,0.573,0.324,0.324,12.2,19.8,11.5,2,4.1,17.8,23.9,112,94,2.6,2.3,4.9,0.224,2022
271,Jonquel Jones,NYL,C,40,1001,20.1,0.613,0.575,0.272,0.24,12.3,19.1,11.8,1.2,4.2,18.4,20.1,113,98,2.5,2.2,4.7,0.189,2023
272,Jonquel Jones,NYL,C,39,1164,21.4,0.645,0.615,0.397,0.272,6.8,17.4,18.3,1.3,3.7,17.7,20.1,116,95,3.6,2.9,6.5,0.223,2024
273,Jonquel Jones,NYL,C,9,206,23.8,0.588,0.563,0.4,0.363,9.9,23.6,17.9,1.2,4.5,13.9,23.7,112,93,0.6,0.6,1.2,0.229,2025
274,Jordan Horston,SEA,F,36,806,9.1,0.418,0.385,0.149,0.189,6.5,12.8,12.7,2.7,2.2,19.2,20.3,81,103,-1.9,1.2,-0.7,-0.034,2023
275,Jordan Horston,SEA,F,39,871,13.5,0.545,0.522,0.231,0.191,6.1,11,12.3,2.9,2.6,21.3,15.6,97,97,0.2,1.9,2.1,0.096,2024
276,Jordin Canada,LAS,G,32,865,12.8,0.468,0.397,0.185,0.362,1,5.2,32.7,2.6,0.5,19.3,20.3,94,110,-0.2,0.3,0.1,0.004,2022
277,Jordin Canada,LAS,G,38,1237,16.9,0.534,0.455,0.305,0.392,0.8,5.7,32,3.5,0.7,17.9,21.3,102,101,1.3,2.1,3.4,0.111,2023
278,Jordin Canada,ATL,G,20,624,14.8,0.504,0.435,0.322,0.412,2.1,6.3,32.2,2.7,0.7,16.7,18.2,104,103,0.8,0.8,1.6,0.102,2024
279,Jordin Canada,ATL,G,15,405,16.4,0.481,0.426,0.326,0.34,1.1,7.6,33.3,3.1,0.8,14.3,21.1,104,99,0.5,0.8,1.3,0.132,2025
280,Joyner Holmes,CON,F,26,205,3.8,0.397,0.352,0.361,0.213,3.7,10.4,8.4,2,0.9,22.2,18.3,76,99,-0.5,0.4,-0.1,-0.027,2022
281,Joyner Holmes,SEA,F,34,355,11.7,0.474,0.441,0.436,0.191,7.6,13.6,13.6,1.3,2.4,13.7,17.4,97,105,0.1,0.4,0.5,0.052,2023
282,Joyner Holmes,SEA,F,27,231,10.5,0.477,0.462,0.397,0.141,6.8,12.1,17.2,1.3,2.2,20.2,19.8,90,100,-0.2,0.4,0.2,0.034,2024
283,Joyner Holmes,LVA,F,6,29,-4.1,0.292,0.292,0.417,0,8,12.1,0,0,0,14.3,21.8,60,111,-0.2,0,-0.2,-0.213,2025
284,Julie Allemand,CHI,G,25,402,10.8,0.545,0.492,0.517,0.3,2.8,5.8,28.3,1.8,0.6,32.7,11.4,104,105,0.4,0.4,0.8,0.081,2022
285,Julie Allemand,LAS,G,13,297,10.2,0.557,0.523,0.773,0.136,2.1,8.2,25.3,2.1,0,28.9,10,107,111,0.3,0.1,0.3,0.047,2025
286,Julie Vanloo,WAS,G,40,926,6.6,0.47,0.464,0.725,0.049,0.6,4.2,30.8,1,0.1,24.6,20.3,86,108,-1.4,0.5,-0.9,-0.04,2024
287,Julie Vanloo,LAS,G,14,238,5.8,0.456,0.435,0.823,0.097,0.9,4.6,32.9,1.3,0,30.2,17.5,85,108,-0.4,0.2,-0.2,-0.035,2025
288,Kadi Sissoko,PHO,F,40,336,1.7,0.427,0.395,0.29,0.258,6.4,11.4,3.7,0.5,1.3,27.4,13.2,73,112,-0.8,0,-0.8,-0.091,2023
289,Kadidja Diaby,CON,C,13,103,5.9,0.62,0.5,0,1,3.3,7.4,8.3,3,0.9,37.3,14.3,85,113,-0.1,0,-0.1,-0.054,2025
290,Kaela Davis,PHO,F,7,55,19.1,0.733,0.714,0.286,0.238,6.3,9.6,2.2,1.9,0,20.5,24.3,105,105,0.1,0.1,0.1,0.1,2022
291,Kaela Davis,CHI,F,4,52,2.4,0.436,0.417,0.167,0.333,2.1,4.4,2.9,1,3.4,22.5,15,74,109,-0.1,0,-0.1,-0.074,2024
292,Kahleah Copper,CHI,G-F,31,891,16.8,0.577,0.53,0.276,0.352,4.6,11.7,12.9,0.8,0.1,13,24.8,107,104,1.8,1,2.8,0.128,2022
293,Kahleah Copper,CHI,G-F,38,1184,16.4,0.545,0.507,0.292,0.26,2.4,8.3,12,1.5,0.7,12.6,28.2,101,107,1.1,0.9,2.1,0.07,2023
294,Kahleah Copper,PHO,G-F,37,1197,16.4,0.544,0.49,0.35,0.33,2.4,8.2,14.2,1.2,0.2,13.3,31.8,99,111,0.9,0.2,1.1,0.037,2024
295,Kahleah Copper,PHO,G-F,6,145,18.8,0.577,0.514,0.397,0.425,2.3,8.3,14.4,2.8,0.7,16.4,32.1,100,101,0.1,0.3,0.4,0.113,2025
296,Kaila Charles,ATL,G-F,1,2,-9.9,,,,,0,0,0,0,0,,0,,111,0,0,0,0.009,2022
297,Kaila Charles,SEA,G-F,4,41,-1.2,0.25,0.25,0.167,0,8.2,6.9,3.9,1.2,0,0,13,72,111,-0.1,0,-0.1,-0.083,2023
298,Kaila Charles,DAL,G-F,17,269,12.6,0.49,0.425,0.375,0.338,10.2,14.4,10.6,1.7,1.4,14.8,17.2,103,110,0.3,0.1,0.4,0.054,2025
299,Kaitlyn Chen,GSV,G,9,133,9.8,0.605,0.58,0.28,0.28,2.5,4.3,15.7,1.6,0,22.2,12.2,106,106,0.1,0.1,0.3,0.079,2025
300,Kalani Brown,DAL,C,32,524,21.3,0.688,0.629,0.007,0.601,11.7,15.5,9.9,0.7,3.7,18.8,17.9,124,106,2,0.5,2.5,0.192,2023
301,Kalani Brown,DAL,C,39,516,16.4,0.606,0.582,0.019,0.373,9.7,13.7,13.1,0.7,3.7,20.7,19.3,107,115,0.9,-0.2,0.7,0.052,2024
302,Kalani Brown,PHO,C,20,277,19.4,0.691,0.657,0.1,0.357,10.4,17.6,8.7,1.1,4.9,19.8,16.4,119,99,0.8,0.6,1.4,0.196,2025
303,Kamiah Smalls,MIN,G,3,34,2.7,0.25,0.25,0.5,0,0,8.5,25.5,6,0,33.3,15.8,58,97,-0.2,0.1,-0.1,-0.103,2022
304,Kamilla Cardoso,CHI,C,32,876,17.5,0.561,0.521,0,0.347,11.9,16.5,10.3,1,4.6,14.9,16.4,111,104,1.8,1,2.8,0.13,2024
305,Kamilla Cardoso,CHI,C,18,435,19,0.563,0.53,0.006,0.331,14,16.8,14,0.7,3.3,17.1,23.6,105,110,0.7,0.2,0.9,0.082,2025
306,Karlie Samuelson,PHO,G,1,10,6,0.5,0.5,1,0,0,17.7,16.5,0,0,25,18.4,81,105,0,0,0,-0.038,2022
307,Karlie Samuelson,LAS,G,34,888,11.9,0.654,0.602,0.65,0.288,1.4,6.9,12.4,1.3,0.3,13.1,11.8,120,106,1.9,0.9,2.8,0.124,2023
308,Karlie Samuelson,WAS,G,29,711,13,0.578,0.536,0.637,0.202,2.5,6.2,14.3,1.9,0.1,10.6,15,113,106,1.4,0.6,2,0.112,2024
